0 22.5488 3652.91 0 3652.91 -nan  
0.00997765 22.5487 3652.89 -137.191 3515.7 0.000931848  
0.0199553 22.5484 3652.84 -137.244 3515.6 0.00186364  
0.029933 22.5479 3652.76 -137.327 3515.44 0.00279536  
0.0399106 22.5473 3652.65 -137.44 3515.22 0.00372701  
0.0498883 22.5464 3652.52 -137.583 3514.93 0.00465858  
0.0598659 22.5453 3652.34 -137.757 3514.59 0.00559006  
0.0698436 22.5441 3652.14 -137.962 3514.18 0.00652145  
0.0798212 22.5427 3651.91 -138.198 3513.71 0.00745274  
0.0897989 22.541 3651.65 -138.466 3513.18 0.00838391  
0.0997765 22.5392 3651.35 -138.766 3512.58 0.00931497  
0.109754 22.5372 3651.02 -139.099 3511.92 0.0102459  
0.119732 22.5349 3650.66 -139.465 3511.19 0.0111767  
0.129709 22.5325 3650.26 -139.865 3510.39 0.0121074  
0.139687 22.5298 3649.83 -140.3 3509.53 0.0130379  
0.149665 22.5269 3649.36 -140.77 3508.59 0.0139682  
0.159642 22.5238 3648.86 -141.276 3507.58 0.0148984  
0.16962 22.5205 3648.32 -141.82 3506.5 0.0158284  
0.179598 22.5169 3647.74 -142.401 3505.34 0.0167582  
0.189575 22.5131 3647.12 -143.02 3504.1 0.0176878  
0.199553 22.509 3646.47 -143.68 3502.79 0.0186173  
0.209531 22.5047 3645.77 -144.381 3501.39 0.0195465  
0.219508 22.5002 3645.03 -145.124 3499.9 0.0204755  
0.229486 22.4953 3644.25 -145.91 3498.34 0.0214042  
0.239464 22.4902 3643.42 -146.741 3496.68 0.0223327  
0.249441 22.4848 3642.54 -147.618 3494.93 0.023261  
0.259419 22.4791 3641.62 -148.543 3493.08 0.024189  
0.269397 22.4732 3640.65 -149.517 3491.13 0.0251167  
0.279374 22.4668 3639.63 -150.543 3489.09 0.0260441  
0.289352 22.4602 3638.55 -151.621 3486.93 0.0269713  
0.29933 22.4532 3637.42 -152.755 3484.67 0.0278981  
0.309307 22.4459 3636.24 -153.945 3482.29 0.0288246  
0.319285 22.4382 3634.99 -155.196 3479.79 0.0297507  
0.329263 22.4301 3633.68 -156.507 3477.17 0.0306765  
0.33924 22.4217 3632.31 -157.884 3474.42 0.031602  
0.349218 22.4128 3630.87 -159.327 3471.54 0.032527  
0.359196 22.4034 3629.36 -160.841 3468.52 0.0334517  
0.369173 22.3937 3627.77 -162.428 3465.34 0.0343759  
0.379151 22.3834 3626.11 -164.092 3462.02 0.0352997  
0.389128 22.3727 3624.37 -165.837 3458.53 0.0362231  
0.399106 22.3614 3622.54 -167.665 3454.88 0.0371459  
0.409084 22.3496 3620.63 -169.582 3451.05 0.0380683  
0.419061 22.3372 3618.62 -171.592 3447.03 0.0389902  
0.429039 22.3242 3616.52 -173.699 3442.82 0.0399116  
0.439017 22.3106 3614.31 -175.909 3438.4 0.0408323  
0.448994 22.2963 3612 -178.226 3433.77 0.0417525  
0.458972 22.2813 3609.57 -180.658 3428.91 0.0426721  
0.46895 22.2655 3607.02 -183.21 3423.81 0.0435911  
0.478927 22.249 3604.34 -185.888 3418.45 0.0445094  
0.488905 22.2317 3601.53 -188.7 3412.83 0.045427  
0.498883 22.2135 3598.58 -191.654 3406.93 0.0463439  
0.50886 22.1943 3595.48 -194.757 3400.72 0.04726  
0.518838 22.1742 3592.22 -198.019 3394.2 0.0481753  
0.528816 22.153 3588.79 -201.448 3387.34 0.0490898  
0.538793 22.1308 3585.18 -205.056 3380.13 0.0500034  
0.548771 22.1073 3581.39 -208.852 3372.54 0.050916  
0.558749 22.0827 3577.39 -212.849 3364.55 0.0518277  
0.568726 22.0567 3573.19 -217.058 3356.13 0.0527384  
0.578704 22.0293 3568.75 -221.493 3347.26 0.0536479  
0.588682 22.0005 3564.08 -226.168 3337.91 0.0545564  
0.598659 21.9701 3559.15 -231.097 3328.05 0.0554636  
0.608637 21.938 3553.95 -236.297 3317.65 0.0563696  
0.618615 21.9041 3548.46 -241.783 3306.68 0.0572742  
0.628592 21.8683 3542.67 -247.575 3295.1 0.0581774  
0.63857 21.8306 3536.56 -253.689 3282.87 0.0590791  
0.648547 21.7907 3530.1 -260.146 3269.96 0.0599792  
0.658525 21.7487 3523.28 -266.964 3256.32 0.0608777  
0.668503 21.7042 3516.08 -274.165 3241.92 0.0617743  
0.67848 21.6573 3508.48 -281.768 3226.71 0.062669  
0.688458 21.6077 3500.45 -289.795 3210.65 0.0635617  
0.698436 21.5554 3491.98 -298.266 3193.71 0.0644523  
0.708413 21.5003 3483.04 -307.2 3175.84 0.0653406  
0.718391 21.4422 3473.63 -316.614 3157.01 0.0662265  
0.728369 21.381 3463.72 -326.526 3137.19 0.0671097  
0.738346 21.3166 3453.29 -336.948 3116.35 0.0679903  
0.748324 21.2491 3442.35 -347.891 3094.46 0.068868  
0.758302 21.1783 3430.88 -359.358 3071.53 0.0697426  
0.768279 21.1043 3418.89 -371.351 3047.54 0.0706139  
0.778257 21.027 3406.38 -383.862 3022.52 0.0714818  
0.788235 20.9467 3393.37 -396.879 2996.49 0.072346  
0.798212 20.8634 3379.87 -410.379 2969.49 0.0732065  
0.80819 20.7773 3365.92 -424.333 2941.58 0.0740629  
0.818168 20.6886 3351.55 -438.702 2912.85 0.074915  
0.828145 20.5976 3336.82 -453.439 2883.38 0.0757627  
0.838123 20.5048 3321.77 -468.49 2853.28 0.0766058  
0.848101 20.4103 3306.47 -483.793 2822.68 0.0774441  
0.858078 20.3148 3290.99 -499.278 2791.71 0.0782775  
0.868056 20.2185 3275.4 -514.873 2760.53 0.0791056  
0.878034 20.1221 3259.78 -530.5 2729.28 0.0799285  
0.888011 20.026 3244.21 -546.079 2698.13 0.0807459  
0.897989 19.9306 3228.76 -561.529 2667.23 0.0815578  
0.907966 19.8366 3213.53 -576.767 2636.76 0.0823639  
0.917944 19.7444 3198.59 -591.713 2606.88 0.0831643  
0.927922 19.6544 3184.02 -606.287 2577.73 0.0839588  
0.937899 19.5673 3169.9 -620.412 2549.49 0.0847474  
0.947877 19.4833 3156.3 -634.017 2522.28 0.0855301  
0.957855 19.403 3143.29 -647.032 2496.26 0.0863067  
0.967832 19.3267 3130.92 -659.4 2471.52 0.0870774  
0.97781 19.2547 3119.26 -671.067 2448.19 0.087842  
0.987788 19.1873 3108.34 -681.991 2426.35 0.0886007  
0.997765 19.1246 3098.19 -692.142 2406.05 0.0893535  
1.00774 19.0669 3088.83 -701.5 2387.33 0.0901004  
1.01772 19.014 3080.27 -710.057 2370.22 0.0908416  
1.0277 18.9661 3072.51 -717.815 2354.7 0.091577  
1.03768 18.9231 3065.54 -724.789 2340.75 0.092307  
1.04765 18.8847 3059.32 -731.001 2328.32 0.0930314  
1.05763 18.8509 3053.84 -736.481 2317.36 0.0937506  
1.06761 18.8213 3049.06 -741.264 2307.79 0.0944647  
1.07759 18.7958 3044.93 -745.391 2299.53 0.0951738  
1.08756 18.7741 3041.41 -748.905 2292.5 0.095878  
1.09754 18.7559 3038.46 -751.849 2286.61 0.0965776  
1.10752 18.741 3036.04 -754.269 2281.77 0.0972727  
1.1175 18.729 3034.1 -756.207 2277.89 0.0979635  
1.12747 18.7197 3032.6 -757.708 2274.89 0.0986502  
1.13745 18.7129 3031.49 -758.811 2272.68 0.0993329  
1.14743 18.7083 3030.75 -759.554 2271.19 0.100012  
1.15741 18.7057 3030.33 -759.972 2270.35 0.100687  
1.16739 18.7049 3030.2 -760.096 2270.1 0.101359  
1.17736 18.7058 3030.34 -759.955 2270.39 0.102028  
1.18734 18.7082 3030.72 -759.572 2271.15 0.102693  
1.19732 18.7119 3031.33 -758.969 2272.36 0.103355  
1.2073 18.7168 3032.13 -758.165 2273.96 0.104015  
1.21727 18.723 3033.12 -757.175 2275.94 0.104672  
1.22725 18.7301 3034.28 -756.013 2278.27 0.105326  
1.23723 18.7383 3035.6 -754.69 2280.91 0.105978  
